./crack-identify/Denoising_verify_images\103-out_ori.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_002342.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002363.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002365.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002372.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002379.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_002392.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002427.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002433.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002442.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002443.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002451.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002459.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002469.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002472.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002495.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002506.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002512.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002514.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002528.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002538.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002542.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002565.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002578.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002580.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002592.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002607.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002609.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002615.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002616.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002617.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002634.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002636.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002638.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_002641.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002675.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002689.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_002694.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002708.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002712.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002713.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002721.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002730.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002736.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002739.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002743.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002753.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002766.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002767.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002770.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_002772.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_002785.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_002789.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002796.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002804.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002806.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002825.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002838.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002841.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002842.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002851.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002871.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002899.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002906.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002918.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002924.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002926.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002931.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002938.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002939.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002950.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002957.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_002962.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_002965.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002969.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002982.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_002984.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003000.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003021.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003023.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003026.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003033.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003046.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003049.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003052.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003053.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003058.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003063.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003064.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003070.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003085.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003104.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003107.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003118.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003119.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003122.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_003143.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003151.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003164.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003167.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003169.jpg: Predicted: 1, True label: 1
./crack-identify/Denoising_verify_images\Japan_003176.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003181.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003187.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_003191.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003194.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003201.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003210.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003211.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003219.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003230.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003232.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003235.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003237.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003243.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003250.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003255.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003290.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003296.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003299.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003304.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003306.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003307.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003315.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003323.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003324.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003325.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_003340.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003344.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003363.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003368.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003372.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003377.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003386.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003387.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003389.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_003392.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003405.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003421.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003445.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003446.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_003451.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003462.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003469.jpg: Predicted: 1, True label: 1
./crack-identify/Denoising_verify_images\Japan_003471.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_003477.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003483.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003487.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003490.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003491.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_003493.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003500.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003503.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003509.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003515.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003530.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003536.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003551.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003554.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003558.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003559.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003573.jpg: Predicted: 1, True label: 0
./crack-identify/Denoising_verify_images\Japan_003576.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003581.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003582.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003584.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003596.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_003608.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003610.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_003629.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003649.jpg: Predicted: 0, True label: 1
./crack-identify/Denoising_verify_images\Japan_003661.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003668.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003674.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003681.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003711.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003714.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003716.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003722.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003731.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003740.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003747.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003748.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003750.jpg: Predicted: 0, True label: 0
./crack-identify/Denoising_verify_images\Japan_003757.jpg: Predicted: 0, True label: 0
